Shipment_ID,Order_Date,Delivery_Date,Customer_Type,Origin_Zone,Destination_Zone,Package_Type,Shipping_Mode,Shipping_Cost,Delivery_Days,Delivery_Status,Delivery_Performance
SHP01763,2024-05-22,2024-05-25,Business,West,South,Document,Standard,422,3,Delivered,On Time
SHP01569,2024-05-22,2024-05-24,Business,North,Central,Fragile,Same Day,385,2,Cancelled,Not On Time
SHP00165,2024-05-23,2024-05-30,Individual,South,South,Document,Standard,158,7,Delivered,Not On Time
SHP00184,2024-05-23,2024-05-27,Individual,South,Central,Parcel,Standard,327,4,Delivered,Not On Time
SHP00429,2024-05-23,2024-05-25,Individual,West,North,Document,Standard,100,2,Delivered,On Time
SHP00688,2024-05-24,2024-05-28,Business,East,South,Fragile,Same Day,356,4,Delivered,Not On Time
SHP00791,2024-05-24,2024-05-28,Individual,South,West,Fragile,Express,421,4,Delivered,Not On Time
SHP00536,2024-05-25,2024-05-28,Business,South,East,Parcel,Standard,81,3,Delivered,On Time
SHP01141,2024-05-25,2024-05-26,Business,Central,North,Parcel,Express,692,1,Delayed,Not On Time
SHP01659,2024-05-25,2024-05-26,Individual,East,West,Parcel,Express,252,1,Delivered,On Time
SHP00959,2024-05-26,2024-05-28,Individual,Central,South,Electronics,Standard,347,2,Delivered,On Time
SHP00173,2024-05-26,2024-06-02,Business,East,East,Fragile,Same Day,725,7,Delivered,Not On Time
SHP00899,2024-05-27,2024-06-02,Individual,Central,South,Parcel,Standard,375,6,Delivered,Not On Time
SHP01921,2024-05-27,2024-05-29,Individual,West,South,Electronics,Express,669,2,Delivered,On Time
SHP01980,2024-05-28,2024-05-30,Business,East,South,Fragile,Standard,119,2,Delivered,On Time
SHP01026,2024-05-28,2024-05-31,Individual,Central,West,Parcel,Standard,383,3,Delivered,On Time
SHP01827,2024-05-28,2024-05-30,Business,East,Central,Electronics,Standard,180,2,Delivered,On Time
SHP01705,2024-05-28,2024-06-03,Individual,North,South,Fragile,Express,395,6,Delivered,Not On Time
SHP01740,2024-05-28,2024-05-31,Individual,Central,East,Document,Express,655,3,Delivered,On Time
SHP01952,2024-05-28,2024-05-30,Individual,North,Central,Document,Same Day,187,2,Delivered,On Time
SHP00294,2024-05-29,2024-06-03,Business,North,North,Parcel,Same Day,423,5,Delivered,Not On Time
SHP00958,2024-05-30,2024-06-01,Individual,East,South,Fragile,Standard,394,2,Delayed,Not On Time
SHP01524,2024-05-30,2024-06-03,Business,North,South,Parcel,Express,230,4,Delivered,Not On Time
SHP00182,2024-05-30,2024-06-02,Individual,West,North,Parcel,Standard,313,3,Failed,Not On Time
SHP00199,2024-05-31,2024-06-03,Business,Central,Central,Parcel,Standard,489,3,Delivered,On Time
SHP01436,2024-05-31,2024-06-04,Business,East,East,Parcel,Standard,337,4,Delivered,Not On Time
SHP01650,2024-05-31,2024-06-02,Individual,North,East,Parcel,Standard,319,2,Delivered,On Time
SHP00207,2024-06-01,2024-06-07,Individual,Central,West,Electronics,Express,395,6,Delivered,Not On Time
SHP01044,2024-06-02,2024-06-04,Business,West,North,Fragile,Express,389,2,Delivered,On Time
SHP00569,2024-06-02,2024-06-09,Individual,North,North,Electronics,Standard,441,7,Delivered,Not On Time
SHP00341,2024-06-02,2024-06-06,Business,South,East,Fragile,Express,286,4,Delivered,Not On Time
SHP01845,2024-06-03,2024-06-07,Individual,North,North,Parcel,Express,490,4,Delivered,Not On Time
SHP00268,2024-06-03,2024-06-10,Business,West,South,Electronics,Standard,131,7,Delivered,Not On Time
SHP01495,2024-06-04,2024-06-08,Individual,Central,East,Fragile,Express,606,4,Delivered,Not On Time
SHP00894,2024-06-04,2024-06-05,Business,North,West,Fragile,Same Day,760,1,Delivered,On Time
SHP01295,2024-06-05,2024-06-08,Individual,West,East,Fragile,Standard,495,3,Delivered,On Time
SHP00805,2024-06-05,2024-06-06,Individual,West,East,Electronics,Standard,181,1,Delayed,Not On Time
SHP00243,2024-06-06,2024-06-08,Individual,North,West,Document,Express,571,2,Delivered,On Time
SHP01427,2024-06-07,2024-06-14,Individual,North,North,Fragile,Express,181,7,Delayed,Not On Time
SHP01631,2024-06-07,2024-06-12,Individual,West,East,Fragile,Standard,322,5,Delivered,Not On Time
SHP00372,2024-06-08,2024-06-11,Business,South,North,Parcel,Express,473,3,Delayed,Not On Time
SHP01957,2024-06-08,2024-06-10,Individual,South,North,Document,Express,188,2,Delivered,On Time
SHP01704,2024-06-08,2024-06-12,Business,South,West,Parcel,Standard,167,4,Delivered,Not On Time
SHP01179,2024-06-08,2024-06-09,Individual,East,Central,Document,Standard,186,1,Delivered,On Time
SHP00213,2024-06-09,2024-06-11,Business,Central,South,Parcel,Standard,236,2,Delivered,On Time
SHP00930,2024-06-10,2024-06-15,Individual,East,North,Document,Standard,410,5,Delivered,Not On Time
SHP00056,2024-06-10,2024-06-13,Business,South,North,Parcel,Standard,427,3,Delivered,On Time
SHP01866,2024-06-12,2024-06-13,Individual,West,East,Fragile,Standard,255,1,Delayed,Not On Time
SHP01786,2024-06-12,2024-06-13,Individual,South,Central,Parcel,Standard,218,1,Delivered,On Time
SHP00948,2024-06-13,2024-06-18,Business,South,North,Electronics,Standard,366,5,Delayed,Not On Time
SHP01493,2024-06-13,2024-06-16,Individual,South,North,Document,Standard,308,3,Delivered,On Time
SHP01347,2024-06-14,2024-06-18,Individual,South,Central,Document,Express,412,4,Delivered,Not On Time
SHP00599,2024-06-14,2024-06-18,Individual,West,Central,Parcel,Standard,371,4,Failed,Not On Time
SHP00464,2024-06-15,2024-06-17,Individual,Central,South,Parcel,Express,315,2,Delivered,On Time
SHP00035,2024-06-15,2024-06-16,Individual,South,North,Fragile,Standard,215,1,Delivered,On Time
SHP01010,2024-06-16,2024-06-18,Business,South,West,Parcel,Standard,315,2,Delayed,Not On Time
SHP01945,2024-06-17,2024-06-18,Individual,South,South,Parcel,Standard,190,1,Delivered,On Time
SHP01189,2024-06-18,2024-06-24,Individual,East,East,Electronics,Standard,267,6,Delivered,Not On Time
SHP00452,2024-06-18,2024-06-20,Individual,North,West,Parcel,Standard,191,2,Failed,Not On Time
SHP00754,2024-06-20,2024-06-22,Individual,West,West,Parcel,Express,120,2,Delivered,On Time
SHP01056,2024-06-20,2024-06-27,Individual,Central,Central,Document,Standard,477,7,Delivered,Not On Time
SHP00488,2024-06-21,2024-06-26,Individual,North,South,Parcel,Standard,201,5,Delivered,Not On Time
SHP00468,2024-06-21,2024-06-22,Individual,South,Central,Fragile,Standard,376,1,Cancelled,Not On Time
SHP00734,2024-06-21,2024-06-22,Business,East,West,Parcel,Standard,383,1,Failed,Not On Time
SHP01864,2024-06-21,2024-06-23,Individual,West,West,Parcel,Standard,473,2,Delivered,On Time
SHP00538,2024-06-25,2024-06-28,Business,East,North,Parcel,Express,206,3,Delivered,On Time
SHP00420,2024-06-25,2024-06-28,Individual,South,East,Fragile,Express,399,3,Delivered,On Time
SHP00888,2024-06-25,2024-06-26,Individual,South,East,Electronics,Standard,351,1,Delivered,On Time
SHP00252,2024-06-29,2024-07-01,Business,Central,North,Document,Standard,94,2,Delivered,On Time
SHP00949,2024-06-30,2024-07-04,Business,North,South,Fragile,Standard,356,4,Cancelled,Not On Time
SHP01965,2024-07-01,2024-07-03,Individual,East,East,Parcel,Standard,192,2,Delivered,On Time
SHP01874,2024-07-01,2024-07-05,Individual,North,North,Document,Express,188,4,Delivered,Not On Time
SHP01104,2024-07-01,2024-07-07,Individual,East,East,Document,Express,525,6,Delivered,Not On Time
SHP00609,2024-07-02,2024-07-03,Individual,North,North,Electronics,Standard,258,1,Delivered,On Time
SHP01446,2024-07-04,2024-07-09,Individual,East,North,Fragile,Express,469,5,Delivered,Not On Time
SHP00167,2024-07-05,2024-07-06,Individual,South,East,Parcel,Standard,329,1,Delivered,On Time
SHP01150,2024-07-05,2024-07-07,Business,South,East,Fragile,Same Day,686,2,Delivered,On Time
SHP01029,2024-07-05,2024-07-11,Individual,South,West,Parcel,Same Day,155,6,Delivered,Not On Time
SHP01099,2024-07-06,2024-07-09,Individual,North,East,Parcel,Standard,276,3,Delivered,On Time
SHP00071,2024-07-06,2024-07-10,Business,North,South,Parcel,Standard,299,4,Delivered,Not On Time
SHP00026,2024-07-08,2024-07-13,Business,South,East,Document,Same Day,562,5,Delivered,Not On Time
SHP00479,2024-07-08,2024-07-11,Business,East,South,Parcel,Standard,439,3,Delivered,On Time
SHP01949,2024-07-08,2024-07-09,Individual,East,West,Fragile,Same Day,148,1,Delivered,On Time
SHP00132,2024-07-08,2024-07-10,Individual,North,South,Electronics,Standard,310,2,Cancelled,Not On Time
SHP01828,2024-07-08,2024-07-09,Individual,Central,West,Fragile,Same Day,277,1,Delivered,On Time
SHP00256,2024-07-09,2024-07-13,Business,West,Central,Parcel,Standard,372,4,Delivered,Not On Time
SHP01222,2024-07-09,2024-07-11,Individual,South,West,Parcel,Express,398,2,Delivered,On Time
SHP00403,2024-07-10,2024-07-17,Individual,East,East,Parcel,Standard,444,7,Delivered,Not On Time
SHP01887,2024-07-10,2024-07-16,Individual,East,North,Document,Express,116,6,Delivered,Not On Time
SHP01261,2024-07-10,2024-07-12,Individual,North,East,Parcel,Standard,104,2,Delivered,On Time
SHP00730,2024-07-12,2024-07-17,Individual,Central,East,Document,Standard,146,5,Delivered,Not On Time
SHP00920,2024-07-12,2024-07-15,Individual,Central,Central,Fragile,Standard,402,3,Delivered,On Time
SHP01370,2024-07-12,2024-07-15,Business,North,South,Document,Standard,300,3,Failed,Not On Time
SHP00811,2024-07-14,2024-07-15,Business,East,West,Document,Express,430,1,Delivered,On Time
SHP00797,2024-07-16,2024-07-22,Individual,Central,East,Fragile,Standard,376,6,Delivered,Not On Time
SHP00162,2024-07-16,2024-07-18,Business,West,West,Electronics,Standard,278,2,Delivered,On Time
SHP01507,2024-07-16,2024-07-23,Business,Central,Central,Parcel,Standard,451,7,Delayed,Not On Time
SHP01319,2024-07-17,2024-07-22,Individual,West,East,Parcel,Standard,125,5,Delivered,Not On Time
SHP01903,2024-07-18,2024-07-20,Individual,Central,West,Electronics,Standard,138,2,Delivered,On Time
SHP01043,2024-07-19,2024-07-21,Business,Central,North,Parcel,Standard,477,2,Delayed,Not On Time
SHP00090,2024-07-19,2024-07-21,Individual,East,South,Fragile,Standard,273,2,Delivered,On Time
SHP00868,2024-07-20,2024-07-23,Individual,North,Central,Document,Express,329,3,Delivered,On Time
SHP00057,2024-07-20,2024-07-25,Individual,East,North,Parcel,Standard,333,5,Delivered,Not On Time
SHP00492,2024-07-21,2024-07-24,Business,Central,South,Document,Standard,428,3,Delayed,Not On Time
SHP01988,2024-07-21,2024-07-25,Business,East,South,Parcel,Standard,341,4,Delivered,Not On Time
SHP00155,2024-07-21,2024-07-25,Individual,Central,East,Electronics,Express,260,4,Delayed,Not On Time
SHP00615,2024-07-23,2024-07-26,Individual,South,South,Parcel,Standard,176,3,Delivered,On Time
SHP00049,2024-07-24,2024-07-28,Business,West,North,Parcel,Standard,407,4,Delivered,Not On Time
SHP01329,2024-07-24,2024-07-30,Individual,North,North,Document,Same Day,711,6,Delivered,Not On Time
SHP00111,2024-07-25,2024-07-28,Individual,North,North,Parcel,Express,202,3,Delayed,Not On Time
SHP01391,2024-07-26,2024-07-30,Individual,North,Central,Parcel,Standard,314,4,Delivered,Not On Time
SHP00197,2024-07-26,2024-07-28,Individual,West,East,Document,Standard,444,2,Delivered,On Time
SHP01722,2024-07-26,2024-07-29,Business,Central,East,Electronics,Standard,290,3,Delayed,Not On Time
SHP01312,2024-07-26,2024-07-27,Individual,West,West,Fragile,Express,609,1,Delivered,On Time
SHP01270,2024-07-28,2024-08-01,Business,West,North,Parcel,Standard,413,4,Delivered,Not On Time
SHP01997,2024-07-31,2024-08-03,Individual,West,West,Parcel,Standard,98,3,Delivered,On Time
SHP01860,2024-07-31,2024-08-02,Individual,North,North,Parcel,Express,561,2,Delivered,On Time
SHP01353,2024-08-01,2024-08-03,Business,North,West,Document,Standard,120,2,Failed,Not On Time
SHP00646,2024-08-01,2024-08-05,Individual,East,East,Fragile,Standard,311,4,Delivered,Not On Time
SHP00906,2024-08-02,2024-08-05,Individual,East,Central,Document,Standard,428,3,Delivered,On Time
SHP01177,2024-08-03,2024-08-05,Individual,Central,South,Electronics,Standard,363,2,Delivered,On Time
SHP00818,2024-08-03,2024-08-04,Business,East,North,Electronics,Express,308,1,Delivered,On Time
SHP01212,2024-08-03,2024-08-04,Individual,East,East,Parcel,Same Day,166,1,Delivered,On Time
SHP01067,2024-08-03,2024-08-06,Individual,West,Central,Parcel,Express,487,3,Delayed,Not On Time
SHP00411,2024-08-04,2024-08-05,Individual,West,North,Fragile,Standard,272,1,Failed,Not On Time
SHP00069,2024-08-04,2024-08-07,Individual,East,Central,Document,Standard,469,3,Delivered,On Time
SHP01946,2024-08-04,2024-08-08,Business,West,North,Fragile,Express,619,4,Failed,Not On Time
SHP01519,2024-08-04,2024-08-09,Business,East,West,Electronics,Express,694,5,Delivered,Not On Time
SHP00460,2024-08-04,2024-08-08,Individual,East,North,Parcel,Standard,465,4,Delivered,Not On Time
SHP00352,2024-08-05,2024-08-06,Individual,South,Central,Parcel,Standard,314,1,Delivered,On Time
SHP01163,2024-08-05,2024-08-08,Individual,Central,East,Document,Express,382,3,Delivered,On Time
SHP00840,2024-08-05,2024-08-07,Business,Central,East,Parcel,Same Day,810,2,Delivered,On Time
SHP00148,2024-08-07,2024-08-09,Individual,North,East,Document,Express,207,2,Cancelled,Not On Time
SHP01383,2024-08-10,2024-08-13,Business,North,East,Parcel,Express,164,3,Delivered,On Time
SHP00537,2024-08-11,2024-08-16,Individual,East,South,Parcel,Standard,291,5,Delivered,Not On Time
SHP01205,2024-08-11,2024-08-12,Individual,Central,South,Parcel,Express,154,1,Delivered,On Time
SHP01365,2024-08-12,2024-08-14,Individual,Central,West,Document,Express,279,2,Delivered,On Time
SHP00738,2024-08-12,2024-08-15,Business,East,South,Parcel,Express,357,3,Delayed,Not On Time
SHP01157,2024-08-13,2024-08-20,Individual,West,West,Electronics,Express,634,7,Delivered,Not On Time
SHP01161,2024-08-13,2024-08-17,Business,North,West,Document,Same Day,427,4,Delivered,Not On Time
SHP00231,2024-08-13,2024-08-18,Business,Central,East,Document,Standard,84,5,Delivered,Not On Time
SHP00694,2024-08-15,2024-08-19,Individual,East,East,Fragile,Standard,471,4,Delivered,Not On Time
SHP00817,2024-08-15,2024-08-21,Business,Central,West,Fragile,Standard,397,6,Delivered,Not On Time
SHP00717,2024-08-16,2024-08-19,Individual,East,Central,Fragile,Express,692,3,Delivered,On Time
SHP00227,2024-08-17,2024-08-19,Individual,Central,East,Parcel,Express,448,2,Delivered,On Time
SHP00120,2024-08-18,2024-08-19,Individual,West,East,Parcel,Express,680,1,Failed,Not On Time
SHP01469,2024-08-18,2024-08-21,Business,East,West,Parcel,Same Day,337,3,Delivered,On Time
SHP00085,2024-08-18,2024-08-22,Individual,East,South,Document,Express,144,4,Delivered,Not On Time
SHP01923,2024-08-19,2024-08-23,Individual,South,North,Fragile,Express,134,4,Delivered,Not On Time
SHP01896,2024-08-19,2024-08-20,Individual,South,North,Parcel,Express,340,1,Delivered,On Time
SHP00638,2024-08-20,2024-08-23,Individual,East,South,Parcel,Standard,220,3,Delivered,On Time
SHP00691,2024-08-20,2024-08-22,Individual,West,West,Document,Express,435,2,Delivered,On Time
SHP00444,2024-08-22,2024-08-23,Business,West,South,Document,Express,420,1,Delayed,Not On Time
SHP01992,2024-08-22,2024-08-25,Individual,South,South,Document,Express,391,3,Delivered,On Time
SHP00577,2024-08-23,2024-08-27,Individual,North,North,Electronics,Express,454,4,Delivered,Not On Time
SHP01987,2024-08-23,2024-08-25,Business,Central,Central,Parcel,Standard,255,2,Delivered,On Time
SHP00763,2024-08-23,2024-08-24,Individual,West,West,Parcel,Express,669,1,Delivered,On Time
SHP00988,2024-08-24,2024-08-26,Individual,West,Central,Electronics,Standard,100,2,Delivered,On Time
SHP01733,2024-08-24,2024-08-26,Business,Central,East,Parcel,Standard,309,2,Delayed,Not On Time
SHP01791,2024-08-25,2024-08-29,Individual,Central,South,Document,Express,529,4,Delivered,Not On Time
SHP01984,2024-08-25,2024-08-26,Business,North,Central,Document,Express,475,1,Delivered,On Time
SHP00647,2024-08-26,2024-08-30,Individual,North,Central,Parcel,Express,235,4,Delivered,Not On Time
SHP01861,2024-08-29,2024-08-31,Individual,Central,South,Document,Express,560,2,Delivered,On Time
SHP01662,2024-08-29,2024-08-31,Individual,Central,East,Fragile,Standard,108,2,Cancelled,Not On Time
SHP01363,2024-08-29,2024-08-31,Individual,West,North,Parcel,Standard,300,2,Delivered,On Time
SHP01517,2024-08-29,2024-09-03,Business,South,Central,Electronics,Express,420,5,Delivered,Not On Time
SHP00040,2024-08-29,2024-09-03,Business,South,Central,Document,Standard,423,5,Delivered,Not On Time
SHP01895,2024-08-29,2024-09-04,Individual,Central,Central,Parcel,Express,120,6,Failed,Not On Time
SHP00714,2024-08-30,2024-09-02,Individual,North,West,Electronics,Standard,253,3,Delayed,Not On Time
SHP01765,2024-08-31,2024-09-02,Individual,Central,North,Parcel,Express,449,2,Failed,Not On Time
SHP00873,2024-08-31,2024-09-03,Business,Central,South,Electronics,Standard,421,3,Delivered,On Time
SHP01127,2024-09-01,2024-09-05,Individual,West,South,Document,Express,641,4,Delivered,Not On Time
SHP01853,2024-09-02,2024-09-09,Individual,West,West,Electronics,Standard,263,7,Delivered,Not On Time
SHP00271,2024-09-02,2024-09-08,Individual,Central,Central,Fragile,Express,619,6,Delivered,Not On Time
SHP00153,2024-09-03,2024-09-05,Business,Central,West,Document,Standard,482,2,Delivered,On Time
SHP00340,2024-09-03,2024-09-08,Business,East,South,Electronics,Standard,310,5,Delivered,Not On Time
SHP00644,2024-09-05,2024-09-12,Business,North,East,Parcel,Express,304,7,Delivered,Not On Time
SHP00598,2024-09-05,2024-09-10,Business,East,Central,Document,Express,654,5,Delivered,Not On Time
SHP00570,2024-09-06,2024-09-09,Business,North,West,Fragile,Same Day,736,3,Delivered,On Time
SHP01081,2024-09-06,2024-09-08,Individual,South,Central,Fragile,Express,329,2,Delivered,On Time
SHP01119,2024-09-07,2024-09-10,Business,West,South,Parcel,Express,263,3,Delivered,On Time
SHP01387,2024-09-07,2024-09-10,Individual,South,West,Fragile,Standard,131,3,Delivered,On Time
SHP00257,2024-09-09,2024-09-11,Individual,South,Central,Parcel,Express,403,2,Delivered,On Time
SHP00018,2024-09-09,2024-09-13,Individual,South,North,Fragile,Standard,356,4,Cancelled,Not On Time
SHP01784,2024-09-09,2024-09-13,Individual,Central,South,Electronics,Standard,409,4,Delayed,Not On Time
SHP00191,2024-09-10,2024-09-14,Business,Central,Central,Document,Standard,439,4,Delivered,Not On Time
SHP00204,2024-09-10,2024-09-14,Business,North,North,Fragile,Express,129,4,Delivered,Not On Time
SHP01812,2024-09-10,2024-09-14,Individual,North,West,Document,Standard,407,4,Delivered,Not On Time
SHP00525,2024-09-12,2024-09-16,Individual,South,North,Electronics,Standard,483,4,Delivered,Not On Time
